ÎÄ¼þÃû,°æ±¾ºÅ£¨×îºóÒ»Ìõ°æ±¾ºÅ¼ÇÂ¼£©,IMEI,¿ªÊ¼Ê±¼ä,½áÊøÊ±¼ä,start¸öÊý,drv_start¸öÊý,period¸öÊý,stop¸öÊý,stop_1¸öÊý,stop_all¸öÊý,stop_hold¸öÊý,stop_2¸öÊý,stop_pos¸öÊý,stop_ack¸öÊý,time_finish¸öÊý,AGPS¿ªÊ¼¸öÊý,AGPS³É¹¦¸öÊý,AGPSÊ§°Ü¸öÊý,ËùÓÐ¶¨Î»ºÄÊ±
C:\Users\chuan.wang\Desktop\E5_20160816.log,bb[MXT535-BD-V100C001B007T001] gnss[FW Ver:MXT535S-V300C001B002E5451] bt[MXT535BD_BLE_V1.0.8],866888020099462,2016-08-16 08:14:02,2016-08-16 13:19:44,207,74,133,14,9,2,0,0,3,0,72,2,4,0,"[29, 29, 10, 10, 11, 10, 10, 10, 13, 11, 11, 10, 11, 10, 29, 11, 29, 41, 11, 11, 10, 38, 32, 33, 89, 47, 21, 19, 89, 15, 14, 17, 16, 17, 45, 16, 13, 14, 19, 13, 16, 17, 12, 18, 18, 19, 17, 13, 17, 13, 31, 29, 29, 29, 29, 11, 13, 13, 12, 12, 14, 14, 15, 17, 21, 14, 13, 10, 74, 21, 29, 29]"
C:\Users\chuan.wang\Desktop\ºì0823.log,bb[MXT535-V100C001B007s] gnss[FW Ver:MXT535S-V300C001B002E5451] bt[],866888020211950,2016-08-23 07:31:09,2016-08-23 10:41:26,175,65,110,25,24,0,0,0,1,0,62,1,2,0,"[30, 76, 9, 9, 10, 16, 11, 10, 10, 11, 11, 16, 10, 15, 13, 19, 19, 29, 13, 11, 11, 10, 14, 10, 14, 29, 17, 29, 31, 17, 18, 14, 17, 18, 11, 49, 38, 37, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 12, 10, 13, 29, 29, 29]"
C:\Users\chuan.wang\Desktop\çº¢0823.log,bb[MXT535-V100C001B007s] gnss[FW Ver:MXT535S-V300C001B002E5451] bt[],866888020211950,2016-08-23 07:31:09,2016-08-23 10:41:26,175,65,110,25,24,0,0,0,1,0,62,1,2,0
C:\Users\chuan.wang\Desktop\çº¢0823.log,bb[MXT535-V100C001B007s] gnss[FW Ver:MXT535S-V300C001B002E5451] bt[],866888020211950,2016-08-23 07:31:09,2016-08-23 10:41:26,175,65,110,25,24,0,0,0,1,0,62,1,2,0
C:\Users\chuan.wang\Desktop\çº¢0823.log,bb[MXT535-V100C001B007s] gnss[FW Ver:MXT535S-V300C001B002E5451] bt[],866888020211950,2016-08-23 07:31:09,2016-08-23 10:41:26,175,65,110,25,24,0,0,0,1,0,62,1,2,0
C:\Users\chuan.wang\Desktop\ºì0823.log,bb[MXT535-V100C001B007s] gnss[FW Ver:MXT535S-V300C001B002E5451] bt[],866888020211950,2016-08-23 07:31:09,2016-08-23 10:41:26,175,65,110,25,24,0,0,0,1,0,62,1,2,0,"[30, 76, 9, 9, 10, 16, 11, 10, 10, 11, 11, 16, 10, 15, 13, 19, 19, 29, 13, 11, 11, 10, 14, 10, 14, 29, 17, 29, 31, 17, 18, 14, 17, 18, 11, 49, 38, 37, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 12, 10, 13, 29, 29, 29]"
C:\Users\chuan.wang\Desktop\ºì0823.log,bb[MXT535-V100C001B007s] gnss[FW Ver:MXT535S-V300C001B002E5451] bt[],866888020211950,2016-08-23 07:31:09,2016-08-23 10:41:26,175,65,110,25,24,0,0,0,1,0,62,1,2,0,"[30, 76, 9, 9, 10, 16, 11, 10, 10, 11, 11, 16, 10, 15, 13, 19, 19, 29, 13, 11, 11, 10, 14, 10, 14, 29, 17, 29, 31, 17, 18, 14, 17, 18, 11, 49, 38, 37, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 12, 10, 13, 29, 29, 29]"
C:\Users\chuan.wang\Desktop\çº¢0823E.log,bb[MXT535-V100C001B007s] gnss[FW Ver:MXT535S-V300C001B002E5451] bt[],866888020211950,2016-08-23 07:31:09,2016-08-24 00:16:54,506,112,394,54,50,1,0,2,1,0,107,3,5,0
C:\Users\chuan.wang\Desktop\çº¢0824.log,bb[MXT535-V100C001B007s] gnss[FW Ver:MXT535S-V300C001B002E5451] bt[],866888020211950,2016-08-24 00:17:54,2016-08-24 09:35:11,390,48,342,32,31,0,0,0,1,0,43,2,3,0
C:\Users\chuan.wang\Desktop\çº¢0823E.log,bb[MXT535-V100C001B007s] gnss[FW Ver:MXT535S-V300C001B002E5451] bt[],866888020211950,2016-08-23 07:31:09,2016-08-24 00:16:54,506,112,394,54,50,1,0,2,1,0,107,3,5,0
